Year,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Value,CV (%)
1997,TEXAS,COASTAL BEND,82,SAN PATRICIO,409,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,62.2,
1997,TEXAS,CROSS TIMBERS,30,BROWN,49,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,58.2,
1997,TEXAS,CROSS TIMBERS,30,CALLAHAN,59,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,46.7,
1997,TEXAS,CROSS TIMBERS,30,CLAY,77,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,43.3,
1997,TEXAS,CROSS TIMBERS,30,COMANCHE,93,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,31.4,
1997,TEXAS,CROSS TIMBERS,30,EASTLAND,133,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,40.7,
1997,TEXAS,CROSS TIMBERS,30,ERATH,143,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,36,
1997,TEXAS,CROSS TIMBERS,30,MILLS,333,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,18,
1997,TEXAS,CROSS TIMBERS,30,MONTAGUE,337,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,45.7,
1997,TEXAS,CROSS TIMBERS,30,OTHER (COMBINED) COUNTIES,,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,34.8,
1997,TEXAS,CROSS TIMBERS,30,WISE,497,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47.8,
1997,TEXAS,CROSS TIMBERS,30,YOUNG,503,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,42.5,
1997,TEXAS,EAST TEXAS NORTH,51,BOWIE,37,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,63.3,
1997,TEXAS,EAST TEXAS NORTH,51,OTHER (COMBINED) COUNTIES,,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,53,
1997,TEXAS,EAST TEXAS NORTH,51,RED RIVER,387,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,58.3,
1997,TEXAS,EAST TEXAS SOUTH,52,BRAZOS,41,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,67.1,
1997,TEXAS,EAST TEXAS SOUTH,52,OTHER (COMBINED) COUNTIES,,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,67.4,
1997,TEXAS,EAST TEXAS SOUTH,52,ROBERTSON,395,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,80.3,
1997,TEXAS,EAST TEXAS SOUTH,52,WALLER,473,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47.5,
1997,TEXAS,EDWARDS PLATEAU,70,CONCHO,95,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,34,
1997,TEXAS,EDWARDS PLATEAU,70,GILLESPIE,171,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,84.6,
1997,TEXAS,EDWARDS PLATEAU,70,MCCULLOCH,307,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,64.3,
1997,TEXAS,EDWARDS PLATEAU,70,OTHER (COMBINED) COUNTIES,,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,61.4,
1997,TEXAS,EDWARDS PLATEAU,70,REAGAN,383,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,30,
1997,TEXAS,EDWARDS PLATEAU,70,SCHLEICHER,413,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,40.6,
1997,TEXAS,EDWARDS PLATEAU,70,TOM GREEN,451,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,50.6,
1997,TEXAS,EDWARDS PLATEAU,70,UVALDE,463,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,93.8,
1997,TEXAS,LOWER VALLEY,97,CAMERON,61,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,58.5,
1997,TEXAS,LOWER VALLEY,97,HIDALGO,215,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,52.7,
1997,TEXAS,LOWER VALLEY,97,STARR,427,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,49.1,
1997,TEXAS,LOWER VALLEY,97,WILLACY,489,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,67,
1997,TEXAS,NORTHERN HIGH PLAINS,11,ARMSTRONG,11,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,52.5,
1997,TEXAS,NORTHERN HIGH PLAINS,11,BRISCOE,45,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,57.7,
1997,TEXAS,NORTHERN HIGH PLAINS,11,CARSON,65,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,63.9,
1997,TEXAS,NORTHERN HIGH PLAINS,11,CASTRO,69,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,61.4,
1997,TEXAS,NORTHERN HIGH PLAINS,11,DALLAM,111,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,43.6,
1997,TEXAS,NORTHERN HIGH PLAINS,11,DEAF SMITH,117,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,58.3,
1997,TEXAS,NORTHERN HIGH PLAINS,11,FLOYD,153,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,66.7,
1997,TEXAS,NORTHERN HIGH PLAINS,11,GRAY,179,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,55.7,
1997,TEXAS,NORTHERN HIGH PLAINS,11,HALE,189,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,66.7,
1997,TEXAS,NORTHERN HIGH PLAINS,11,HANSFORD,195,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,67.4,
1997,TEXAS,NORTHERN HIGH PLAINS,11,HARTLEY,205,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,57.6,
1997,TEXAS,NORTHERN HIGH PLAINS,11,HEMPHILL,211,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,40.5,
1997,TEXAS,NORTHERN HIGH PLAINS,11,HUTCHINSON,233,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,50.8,
1997,TEXAS,NORTHERN HIGH PLAINS,11,LIPSCOMB,295,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47.6,
1997,TEXAS,NORTHERN HIGH PLAINS,11,MOORE,341,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,71.4,
1997,TEXAS,NORTHERN HIGH PLAINS,11,OCHILTREE,357,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,60.4,
1997,TEXAS,NORTHERN HIGH PLAINS,11,OLDHAM,359,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,65.2,
1997,TEXAS,NORTHERN HIGH PLAINS,11,PARMER,369,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,54.6,
1997,TEXAS,NORTHERN HIGH PLAINS,11,POTTER,375,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,39.7,
1997,TEXAS,NORTHERN HIGH PLAINS,11,RANDALL,381,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,61.4,
1997,TEXAS,NORTHERN HIGH PLAINS,11,ROBERTS,393,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,55.3,
1997,TEXAS,NORTHERN HIGH PLAINS,11,SHERMAN,421,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,79.2,
1997,TEXAS,NORTHERN HIGH PLAINS,11,SWISHER,437,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,72.7,
1997,TEXAS,NORTHERN LOW PLAINS,21,BORDEN,33,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,39.6,
1997,TEXAS,NORTHERN LOW PLAINS,21,CHILDRESS,75,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,52.1,
1997,TEXAS,NORTHERN LOW PLAINS,21,COLLINGSWORTH,87,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,46.3,
1997,TEXAS,NORTHERN LOW PLAINS,21,COTTLE,101,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,39,
1997,TEXAS,NORTHERN LOW PLAINS,21,DICKENS,125,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,29.7,
1997,TEXAS,NORTHERN LOW PLAINS,21,DONLEY,129,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,34.2,
1997,TEXAS,NORTHERN LOW PLAINS,21,FOARD,155,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,34.3,
1997,TEXAS,NORTHERN LOW PLAINS,21,GARZA,169,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,59,
1997,TEXAS,NORTHERN LOW PLAINS,21,HALL,191,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,42,
1997,TEXAS,NORTHERN LOW PLAINS,21,HARDEMAN,197,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,24.1,
1997,TEXAS,NORTHERN LOW PLAINS,21,KENT,263,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,39.3,
1997,TEXAS,NORTHERN LOW PLAINS,21,OTHER (COMBINED) COUNTIES,,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,37.5,
1997,TEXAS,NORTHERN LOW PLAINS,21,WHEELER,483,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,44.4,
1997,TEXAS,NORTHERN LOW PLAINS,21,WILBARGER,487,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,45,
1997,TEXAS,SOUTH CENTRAL,81,AUSTIN,15,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,76.3,
1997,TEXAS,SOUTH CENTRAL,81,BASTROP,21,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,71.4,
1997,TEXAS,SOUTH CENTRAL,81,BEE,25,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,67.3,
1997,TEXAS,SOUTH CENTRAL,81,BEXAR,29,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,72.9,
1997,TEXAS,SOUTH CENTRAL,81,BURLESON,51,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,75.5,
1997,TEXAS,SOUTH CENTRAL,81,CALDWELL,55,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,63,
1997,TEXAS,SOUTH CENTRAL,81,COLORADO,89,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,68.3,
1997,TEXAS,SOUTH CENTRAL,81,COMAL,91,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,86.4,
1997,TEXAS,SOUTH CENTRAL,81,DE WITT,123,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,60.8,
1997,TEXAS,SOUTH CENTRAL,81,FAYETTE,149,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,89.2,
1997,TEXAS,SOUTH CENTRAL,81,GOLIAD,175,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,72.4,
1997,TEXAS,SOUTH CENTRAL,81,GONZALES,177,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,83.6,
1997,TEXAS,SOUTH CENTRAL,81,GUADALUPE,187,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,93.2,
1997,TEXAS,SOUTH CENTRAL,81,HAYS,209,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,72.8,
1997,TEXAS,SOUTH CENTRAL,81,KARNES,255,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47.2,
1997,TEXAS,SOUTH CENTRAL,81,LAVACA,285,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,54.6,
1997,TEXAS,SOUTH CENTRAL,81,LEE,287,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,67.8,
1997,TEXAS,SOUTH CENTRAL,81,MEDINA,325,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,74.1,
1997,TEXAS,SOUTH CENTRAL,81,TRAVIS,453,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,60.8,
1997,TEXAS,SOUTH CENTRAL,81,WASHINGTON,477,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,73,
1997,TEXAS,SOUTH CENTRAL,81,WILSON,493,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,77.4,
1997,TEXAS,SOUTH TEXAS,96,ATASCOSA,13,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,60.4,
1997,TEXAS,SOUTH TEXAS,96,BROOKS,47,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,34.5,
1997,TEXAS,SOUTH TEXAS,96,DIMMIT,127,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,71,
1997,TEXAS,SOUTH TEXAS,96,DUVAL,131,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,45.3,
1997,TEXAS,SOUTH TEXAS,96,FRIO,163,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,62.5,
1997,TEXAS,SOUTH TEXAS,96,JIM WELLS,249,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,50.5,
1997,TEXAS,SOUTH TEXAS,96,LA SALLE,283,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,37.6,
1997,TEXAS,SOUTH TEXAS,96,LIVE OAK,297,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,52.5,
1997,TEXAS,SOUTH TEXAS,96,MCMULLEN,311,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,36.4,
1997,TEXAS,SOUTH TEXAS,96,OTHER (COMBINED) COUNTIES,,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,46.1,
1997,TEXAS,SOUTH TEXAS,96,ZAVALA,507,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,44.1,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,ANDREWS,3,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,32.1,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,BAILEY,17,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,48.1,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,79,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,42.5,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,CROSBY,107,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,43.4,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,115,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,36.9,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,165,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,36.6,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,GLASSCOCK,173,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,34.4,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,HOCKLEY,219,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,HOWARD,227,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,36.7,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,LAMB,279,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,57.6,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,LUBBOCK,303,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,44.5,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,LYNN,305,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,46.4,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,MARTIN,317,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,38.5,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,MIDLAND,329,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,52,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,445,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,43.6,
1997,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,501,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,37,
1997,TEXAS,SOUTHERN LOW PLAINS,22,BAYLOR,23,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,27.1,
1997,TEXAS,SOUTHERN LOW PLAINS,22,COLEMAN,83,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,41.8,
1997,TEXAS,SOUTHERN LOW PLAINS,22,FISHER,151,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,31.9,
1997,TEXAS,SOUTHERN LOW PLAINS,22,HASKELL,207,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,39.9,
1997,TEXAS,SOUTHERN LOW PLAINS,22,JONES,253,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,53.5,
1997,TEXAS,SOUTHERN LOW PLAINS,22,KNOX,275,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,42.5,
1997,TEXAS,SOUTHERN LOW PLAINS,22,MITCHELL,335,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,33.9,
1997,TEXAS,SOUTHERN LOW PLAINS,22,NOLAN,353,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,30,
1997,TEXAS,SOUTHERN LOW PLAINS,22,RUNNELS,399,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,34.6,
1997,TEXAS,SOUTHERN LOW PLAINS,22,SCURRY,415,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47.6,
1997,TEXAS,SOUTHERN LOW PLAINS,22,STONEWALL,433,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,39.1,
1997,TEXAS,SOUTHERN LOW PLAINS,22,TAYLOR,441,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,27.5,
1997,TEXAS,TRANS-PECOS,60,EL PASO,141,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,76.1,
1997,TEXAS,TRANS-PECOS,60,OTHER (COMBINED) COUNTIES,,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,70.4,
1997,TEXAS,TRANS-PECOS,60,PECOS,371,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,72.1,
1997,TEXAS,UPPER COAST,90,BRAZORIA,39,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,70.3,
1997,TEXAS,UPPER COAST,90,CALHOUN,57,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,79.7,
1997,TEXAS,UPPER COAST,90,CHAMBERS,71,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,70,
1997,TEXAS,UPPER COAST,90,FORT BEND,157,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,67.8,
1997,TEXAS,UPPER COAST,90,GALVESTON,167,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,78.9,
1997,TEXAS,UPPER COAST,90,HARRIS,201,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,75.3,
1997,TEXAS,UPPER COAST,90,JACKSON,239,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,67,
1997,TEXAS,UPPER COAST,90,LIBERTY,291,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,69.5,
1997,TEXAS,UPPER COAST,90,MATAGORDA,321,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,94.1,
1997,TEXAS,UPPER COAST,90,OTHER (COMBINED) COUNTIES,,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,95.5,
1997,TEXAS,UPPER COAST,90,VICTORIA,469,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,71.3,
1997,TEXAS,UPPER COAST,90,WHARTON,481,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,64.9,
1996,TEXAS,BLACKLANDS,40,BELL,27,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,31.2,
1996,TEXAS,BLACKLANDS,40,BOSQUE,35,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,68,
1996,TEXAS,BLACKLANDS,40,COLLIN,85,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,52.6,
1996,TEXAS,BLACKLANDS,40,COOKE,97,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,48,
1996,TEXAS,BLACKLANDS,40,CORYELL,99,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,45.6,
1996,TEXAS,BLACKLANDS,40,DALLAS,113,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,53.3,
1996,TEXAS,BLACKLANDS,40,DELTA,119,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,63.9,
1996,TEXAS,BLACKLANDS,40,DENTON,121,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,40.6,
1996,TEXAS,BLACKLANDS,40,ELLIS,139,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,36.7,
1996,TEXAS,BLACKLANDS,40,FALLS,145,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,43.1,
1996,TEXAS,BLACKLANDS,40,FANNIN,147,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,53.7,
1996,TEXAS,BLACKLANDS,40,GRAYSON,181,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,60.6,
1996,TEXAS,BLACKLANDS,40,HAMILTON,193,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,44,
1996,TEXAS,BLACKLANDS,40,HILL,217,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,52.4,
1996,TEXAS,BLACKLANDS,40,HUNT,231,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,70.4,
1996,TEXAS,BLACKLANDS,40,JOHNSON,251,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,44.6,
1996,TEXAS,BLACKLANDS,40,KAUFMAN,257,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,58.2,
1996,TEXAS,BLACKLANDS,40,LAMAR,277,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,71.3,
1996,TEXAS,BLACKLANDS,40,LIMESTONE,293,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,48.6,
1996,TEXAS,BLACKLANDS,40,MCLENNAN,309,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,54.8,
1996,TEXAS,BLACKLANDS,40,MILAM,331,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,43.2,
1996,TEXAS,BLACKLANDS,40,NAVARRO,349,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,39.9,
